bldStatus,bldStatusId,bldBlkTot,bldBlk,bndrywallType,bndryWallTypeId,clsrmsInst,othrooms,clsrmsGd,clsrmsGdPpu,clsrmsGdKuc,clsrmsGdTnt,clsrmsMin,clsrmsMinPpu,clsrmsMinKun,clsrmsMinTnt,clsrmsMaj,clsrmsMajPpu,clsrmsMajKuc,clsrmsMajTnt,toiletYn,toiletb,toiletbFun,toiletg,toiletgFun,toiletbCwsnFun,toiletgCwsnFun,urinalsb,urinalsg,handwashYn,handwashYnDesc,drinkWaterYn,drinkWaterYnDesc,handwashMealYn,handwashMealYnDesc,electricityYn,electricityYnDesc,solarpanelYn,solarpanelYnDesc,libraryYn,libraryYnDesc,playgroundYn,playgroundYnDesc,medchkYn,medchkYnDesc,rampsYn,rampsYnDesc,handrailsYn,handrailsYnDesc,stusHvFurnt,integratedLabYn,tinkeringLabYn,laptopTot,tabletsTot,tabletsFun,desktopFun,digiBoardTot,projectorTot,printerTot,internetYn,internetYnDesc,rainHarvestYnDesc,hmRoomYn,hmRoomYnDesc,ictLabYn,ictLabYnDesc,accessDthYn,accessDthYnDesc,rainHarvestYn,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
3-Government,3,6,6,5-No Boundary walls,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2439829,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAWGHATA
3-Government,3,10,10,5-No Boundary walls,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2473407,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MILIKTOLA
3-Government,3,7,7,5-No Boundary walls,5,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,70,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2483990,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS.SAKHUADALI
3-Government,3,3,3,5-No Boundary walls,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,3,NA,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2442729,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SAIFULALOOM SATAL ISTAMRAR
3-Government,3,4,2,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,3,3,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,1,1-Yes,1,1-Yes,2,2-No,9,2453473,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS LINE URDU
3-Government,3,1,1,1-Pucca,1,6,2,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2475723,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,NPS NAYA BASTI SHERSHAH BADI TOLA
3-Government,3,2,2,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,200,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2431918,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS  MILLATNAGAR
3-Government,3,2,2,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,148,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2453517,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SAKOR GOPALPUR
3-Government,3,2,2,1-Pucca,1,8,0,5,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,45,9,9,0,0,0,1,0,1,1,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2447309,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SALIMIA MASJIDGARH
3-Government,3,11,11,1-Pucca,1,11,11,11,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,3,3,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,144,2,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2428129,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MS LODHA
3-Government,3,5,5,5-No Boundary walls,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,3,3,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2439331,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYAGANJ MUSLIM TOLA
3-Government,3,2,2,7-Partial,7,11,3,8,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,2,1,0,3,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,80,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,1,1-Yes,2,2-No,2,2-No,9,2453590,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MIRDHAN DANGI
3-Government,3,12,10,1-Pucca,1,15,0,15,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,3,NA,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,160,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,1,1-Yes,9,2444708,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS SALKI
3-Government,3,4,4,2-Pucca but Broken,2,13,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,300,2,2,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2435046,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS LOHA GARA HAT
3-Government,3,2,2,1-Pucca,1,8,0,4,0,0,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,20,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2415341,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMADIYA PHOOL BARI
3-Government,3,1,1,5-No Boundary walls,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2405691,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYA MUNSIBHITA
3-Government,3,2,2,2-Pucca but Broken,2,13,2,2,0,0,0,6,0,0,0,5,0,0,0,1,1,1,1,1,1,1,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,32,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,1,1-Yes,2,2-No,2,2-No,9,2488899,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MOHA MARI
3-Government,3,5,3,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,1,1-Yes,9,2422989,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS SAMDA
3-Government,3,2,2,5-No Boundary walls,5,6,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,48,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2478495,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DHOOM BASTI
3-Government,3,8,8,5-No Boundary walls,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,0,0,3,3,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,100,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2487015,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KOCHBASTI
3-Government,3,12,12,1-Pucca,1,12,12,12,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,110,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2439827,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS BHOLA BHITA
3-Government,3,2,2,1-Pucca,1,8,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,35,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2458423,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMRUL ISLAM RANI CHUNAMARI
3-Government,3,4,2,1-Pucca,1,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,261,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2478478,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS MAHAMAD PUR
3-Government,3,1,1,5-No Boundary walls,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2412453,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS NAYATOLA BISHANPUR
3-Government,3,7,7,6-Others,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,150,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2417411,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS GUNJAR MARI
3-Government,3,6,3,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2442728,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,U.M.S. MOTIBAG
3-Government,3,3,3,1-Pucca,1,12,1,7,0,0,0,0,0,0,0,5,0,0,0,1,2,1,2,1,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,106,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2435049,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SAPTIA BISHANPUR
3-Government,3,3,2,1-Pucca,1,10,0,7,0,0,0,1,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,9,NA,50,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2468866,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS DAHUWABARI
3-Government,3,2,2,4-Hedges,4,8,0,4,0,0,0,0,0,0,0,4,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,120,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2418909,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SEHATUL MUSLEMIN GARGAON SONTHA
3-Government,3,2,2,1-Pucca,1,10,0,10,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,1,1,3,3,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,200,2,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2433626,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MAHESH BATHANA
3-Government,3,4,4,1-Pucca,1,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2435918,9,2022-23,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS NAYA TOLA MUSHARA
3-Government,3,5,3,2-Pucca but Broken,2,12,0,12,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,0,0,4,3,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,300,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2479220,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS  MOTI HARA
3-Government,3,2,2,2-Pucca but Broken,2,6,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,3,NA,3,NA,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2410216,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SARAI
3-Government,3,2,2,5-No Boundary walls,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,9,NA,2,2-No,9,2456539,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SHABBANUL MUSLEMEEN BHATBARI
3-Government,3,4,2,7-Partial,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,2,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2464809,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,MS MAHINGAON
3-Government,3,1,1,5-No Boundary walls,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2413386,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NAYA TOLA PATHAMARI
3-Government,3,5,3,5-No Boundary walls,5,15,0,15,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,1,1-Yes,9,2442715,9,2022-23,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS MUKUND  TOSHNIWAL VIVEKANAND NAGAR
3-Government,3,6,6,5-No Boundary walls,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,160,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2483989,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS SARAI KURI
3-Government,3,3,3,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,2-No,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2486335,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS NAYEEM NAGAR
3-Government,3,6,4,5-No Boundary walls,5,8,1,2,2,0,0,2,2,0,0,0,0,0,0,1,7,7,3,3,0,0,7,3,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2477770,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA  SHAMSIA DARUL HODA SINGHMARI MILIK
3-Government,3,2,2,1-Pucca,1,26,0,26,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,6,0,0,6,6,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,350,2,2,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2487337,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MANDAL TOLA DOHAR
3-Government,3,2,2,5-No Boundary walls,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2443970,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS MUSAL DENGA
3-Government,3,2,2,2-Pucca but Broken,2,11,0,5,0,0,0,3,0,0,0,3,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,146,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2479236,9,2022-23,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SARAK PURA
3-Government,3,2,2,5-No Boundary walls,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2455825,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS NAZIM TOLA LAUCHA
3-Government,3,3,3,1-Pucca,1,5,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,20,9,9,0,0,0,1,0,1,1,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2468118,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA SHAMSUL ULOOM  KUMHIYA HAT
3-Government,3,2,2,5-No Boundary walls,5,26,0,11,0,0,0,3,0,0,0,12,0,0,0,1,1,1,2,2,0,0,0,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,1,1-Yes,2,2-No,9,NA,158,2,2,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,1,1-Yes,2,2-No,9,2473406,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,MS MARIA
3-Government,3,3,3,1-Pucca,1,10,0,6,0,0,0,0,0,0,0,2,2,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,1,1-Yes,1,1-Yes,80,9,9,0,0,0,0,0,0,0,1,1-Yes,NA,2,2-No,2,2-No,2,2-No,9,2435042,9,2022-23,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MUSTAFA GANJ
3-Government,3,2,2,2-Pucca but Broken,2,6,0,4,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,1,1-Yes,57,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2462991,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,U.M.S SAROGORA
3-Government,3,1,1,5-No Boundary walls,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,70,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2418365,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,U.M.S  DHULA BARI
3-Government,3,3,3,5-No Boundary walls,5,11,0,9,0,0,0,0,0,0,0,2,0,0,0,1,2,2,2,2,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,180,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2439327,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS   KOIMARI
3-Government,3,10,10,5-No Boundary walls,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,110,9,9,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2406686,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,UM.S.BHOLMARA
3-Government,3,8,8,2-Pucca but Broken,2,8,8,6,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,1,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,2,2-No,9,NA,70,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2449594,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA SHAMSUL ULUM BANDERJHULA
3-Government,3,2,2,5-No Boundary walls,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,0,0,3,3,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,100,1,1,0,0,0,0,0,0,0,2,2-No,NA,1,1-Yes,2,2-No,2,2-No,9,2477771,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS MASAN GAON
3-Government,3,3,3,5-No Boundary walls,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,2,2-No,1,1-Yes,2,2-No,2,2-No,1,1-Yes,2,2-No,2,2-No,9,NA,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,9,NA,2,2-No,9,2439032,9,2022-23,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS NEKNAGACHH
3-Government,3,1,1,5-No Boundary walls,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,2,2-No,0,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2475724,9,2022-23,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS GUWABARI
3-Government,3,2,2,5-No Boundary walls,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1-Yes,1,1-Yes,1,1-Yes,1,1-Yes,2,2-No,2,2-No,2,2-No,2,2-No,1,1-Yes,1,1-Yes,65,9,9,0,0,0,0,0,0,0,2,2-No,NA,2,2-No,2,2-No,2,2-No,9,2472376,9,2022-23,110,2008,KISHANGANJ,20097,POTHIA,UMS  NANHA  KURI
