totalBoy,totalGirl,totalCount,totalTeacherCon,totalTeacherReg,totalTeacherMale,totalTeacherFemale,schoolId,yearId,stateId,districtId,districtName,blockId,blockName,schoolName
105,95,200,0,3,3,0,2443968,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SHERSHAH VADI TOLA SATKAUWA
40,45,85,0,2,1,1,2451716,10,110,2008,KISHANGANJ,20097,POTHIA,PS  SHEKHPURA
92,135,227,0,3,3,0,2475817,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SHERSHAHWADI MOHAMARI
55,46,101,0,2,1,1,2478492,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,P.S SINGHIA DULALI - II
53,70,123,0,5,3,2,2456528,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS SINGHIA SULTANPUR
48,54,102,0,3,2,1,2465693,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SINGHIMARI MILIK
58,49,107,0,4,1,3,2455053,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SINGHI MARI NORTH
99,66,165,0,5,3,2,2414302,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS SINGHIMUNI BAIRBANNA
42,73,115,0,3,1,2,2488889,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS SIRNIYA
24,37,61,0,3,1,2,2458276,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS SIRNIYA 190
73,84,157,0,4,1,3,2457919,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SOHRABTOLA KATHALBARI
85,76,161,0,4,2,2,2477512,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SONAPUR
55,77,132,0,4,3,1,2413787,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS  SRIPUR SERSAH WADI TOLA
69,78,147,0,4,2,2,2443976,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS SUKHANI
82,82,164,0,4,1,3,2422997,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS SUNDAR BARI
29,48,77,0,3,3,0,2444711,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS SUNDERBARI
62,100,162,0,4,1,3,2422991,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS SURI BHITTA
94,65,159,0,7,5,2,2447382,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS SURSANI TOLA KHAJURBARI
28,22,50,0,2,1,1,2435044,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS TALBARI
54,55,109,0,4,3,1,2424883,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS  TANGEE
27,40,67,0,6,2,4,2475557,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS TANTI TOLA
61,74,135,0,5,1,4,2457265,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS TAPPU KANYA
88,77,165,0,6,2,4,2465692,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS TARA BARI
63,48,111,0,2,2,0,2452823,10,110,2008,KISHANGANJ,20097,POTHIA,P.S TARIA
107,143,250,0,4,3,1,2464612,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS TEGHARIA
349,336,685,0,17,9,8,2432871,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS BISHANPUR
29,39,68,0,2,2,0,2432856,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS TEKNA
152,143,295,0,5,3,2,2449761,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS BOURI GACCH
48,38,86,0,4,2,2,2443962,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS TENGARMARI-2
303,407,710,0,18,9,9,2411689,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS CHAKLA GHAT
59,67,126,0,5,1,4,2421481,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS TENGERMARI-1
100,110,210,0,7,2,5,2479963,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,M S CHANDRAGAON
49,39,88,0,3,1,2,2434356,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS TEPA TOLA
245,279,524,0,17,12,5,2419474,10,110,2008,KISHANGANJ,20097,POTHIA,MS CHATTAR GACHH
73,76,149,0,4,3,1,2423765,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS TETLIYA
280,318,598,0,15,9,6,2460925,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS CHURLI
51,48,99,0,3,0,3,2422990,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS THAUAPARA
144,193,337,0,9,7,2,2456533,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS DAHIBHAT JAGIR
43,39,82,0,2,0,2,2478488,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS THIM TOLA LOHAGARA
240,193,433,0,15,7,8,2451229,10,110,2008,KISHANGANJ,20097,POTHIA,MS DALUA HAT
212,307,519,0,11,5,6,2440793,10,110,2008,KISHANGANJ,20097,POTHIA,MS DAMAL  BARI
173,228,401,0,9,5,4,2446149,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS DAULA
236,334,570,0,10,6,4,2415416,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS DESIATOLI
222,270,492,0,15,11,4,2480981,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS DHANPAT GANJ
9,6,15,1,6,6,1,2505902,10,110,2008,KISHANGANJ,20098,THAKURGANJ,IQRA PUBLIC SCHOOL
151,180,331,0,9,4,5,2437308,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS DHANPURA
205,240,445,0,9,4,5,2405685,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  PAHAR KATTA
56,17,73,7,0,4,3,2499328,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,IQRA PUBLIC SCHOOL
155,162,317,0,9,8,1,2447944,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS DHIM TOLA
168,237,405,0,7,4,3,2449181,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  PAHARKATTA   HAT
65,60,125,0,2,2,0,2453696,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,ISLAHUL MUSLEMIN SAHNAGAR HAT
228,232,460,0,11,7,4,2455820,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS DOGIRJA
111,159,270,0,8,3,5,2432862,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS PAIKPARA
196,176,372,0,15,6,9,2453472,10,110,2008,KISHANGANJ,20095,KISHANGANJ,JAGANNATH ADARSH M.S. KISHANGANJ
210,233,443,0,7,1,6,2408562,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS DOODHAUTI
162,161,323,0,10,4,6,2436269,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS PAIK TOLA
89,110,199,0,8,6,2,2409966,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS DUSADH PATTI
0,362,362,0,17,4,13,2442695,10,110,2008,KISHANGANJ,20095,KISHANGANJ,JAMIA  AYESHA  AL ISLAMIA
156,182,338,0,9,4,5,2488900,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS PALAS MANI
171,175,346,0,16,12,4,2466578,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS FARABARI
106,61,167,0,11,7,4,2409545,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,JAMIA FALAK ACADEMY KOIMARI- KATHALBARI
107,138,245,0,4,4,0,2447479,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS PALSA
238,277,515,0,16,3,13,2421482,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS FULWARIA
46,15,61,0,3,1,2,2419231,10,110,2008,KISHANGANJ,20095,KISHANGANJ,JAMIA SUBULUS SALAM
185,165,350,0,11,9,2,2472903,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  PAMAL
299,406,705,0,16,6,10,2411688,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS GACHHPARA
14,19,33,5,0,5,0,2409639,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,JAMIYA FALAHUL MUSLEMIN
189,160,349,0,5,4,1,2485337,10,110,2008,KISHANGANJ,20097,POTHIA,U.M.S  PANASI  (BEP)
501,491,992,0,20,7,13,2460159,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS GALGALIA
0,77,77,0,3,2,1,2467353,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,JAMRUD HASNAIN URDU GIRLS PRIMARY SHOOL AITA
218,166,384,0,9,7,2,2461523,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  PANCHGACHHIA
148,191,339,0,17,11,6,2434347,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS GAMHARIA
482,710,1192,0,23,11,12,2442374,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,"KARKUN LAL MHIGH SCHOOL,SONTHA"
137,140,277,0,9,6,3,2416895,10,110,2008,KISHANGANJ,20097,POTHIA,UMS PANDER PUR
206,254,460,1,15,8,8,2488894,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS GANDHARV DANGA
27,14,41,0,8,6,2,2503216,10,110,2008,KISHANGANJ,20095,KISHANGANJ,KEWS PUBLIC SCHOOL
74,67,141,0,7,3,4,2477764,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS PANKHABARI
123,151,274,0,11,7,4,2485335,10,110,2008,KISHANGANJ,20097,POTHIA,MS GILHABARI GIRL
184,176,360,0,17,9,8,2464707,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,KISAAN HIGH SCHOOL SINGHARI - POKHARIA
168,170,338,0,8,5,3,2459000,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS PARIHALPUR
123,137,260,0,6,4,2,2475570,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS GOPALPUR HAT
76,75,151,0,9,7,2,2495411,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,KISAN NATIONAL INTEGRATION SS SCHOOL SUNDERBARI KOCHADHAMAN
125,127,252,0,7,5,2,2410979,10,110,2008,KISHANGANJ,20097,POTHIA,U.M.S PARLA BARI
110,139,249,0,6,3,3,2409978,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,M.S GUNASAMESHWER
39,25,64,0,7,3,4,2499330,10,110,2008,KISHANGANJ,20095,KISHANGANJ,LITTLE CLOUD
80,133,213,0,6,3,3,2432874,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS PASCHIM  NORANGA
57,68,125,0,6,6,0,2436426,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA AZHARUL ISLAM SIBGANJ BALUBARI KHARSEL
98,158,256,0,8,6,2,2487670,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS HALA MALA
308,305,613,0,11,7,4,2428128,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS PATESHWARI
48,55,103,0,6,6,0,2453202,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARASA BAHRUL ULOOM BAD TOLA
103,95,198,0,9,6,3,2468854,10,110,2008,KISHANGANJ,20097,POTHIA,MS  HALDA GAON
214,235,449,0,10,6,4,2429587,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS.PATHAMARI
67,51,118,0,2,2,0,2456541,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA GULZARUL ULOOM BHATABARI
266,280,546,0,16,10,6,2433630,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS HALDI KHORA
117,142,259,0,6,5,1,2487757,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS PATHAR BASTI
21,12,33,5,0,5,0,2403829,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARASA ISLAMIA IZHARUL ULOOM
145,170,315,0,9,5,4,2426165,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS HARIBHASA
153,144,297,0,5,4,1,2471352,10,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.PATHARIA
28,36,64,0,2,2,0,2456540,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA ISLAMIIA ISLAHIA KOTHI TOLA BHATABARI
157,154,311,0,6,5,1,2410983,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MS HARIBHASHA
156,157,313,0,5,0,5,2484467,10,110,2008,KISHANGANJ,20097,POTHIA,U.M.S PATILA BHASHA
141,149,290,0,6,4,2,2417869,10,110,2008,KISHANGANJ,20097,POTHIA,MS  HARI POKHAR KANTIGACHH
54,55,109,0,5,5,0,2486060,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARASA JAMIRUL ISLAM NAZARPUR
249,232,481,0,13,6,7,2478487,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS HARUWA DANGA
86,101,187,0,8,5,3,2466137,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS PATKOI
15,5,20,0,1,1,0,2495292,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARASA MISBAHUL ULOOM LAXMIPUR TALIB TOLA
81,86,167,0,7,4,3,2491105,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS PHOOL BARI
122,122,244,0,6,4,2,2458364,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS HAWAKOL GAMHARIA
48,61,109,0,2,2,0,2424880,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA TALIMUL QURAN JHINGAKATTA
155,157,312,0,5,2,3,2414304,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS PHOOLBARI LOHA GARA
106,139,245,0,7,2,5,2482790,10,110,2008,KISHANGANJ,20097,POTHIA,MS JAHANGIR PUR
56,41,97,0,2,2,0,2435830,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARASA TANJIMUL ISLAM JHINGAKATTA
208,208,416,0,8,7,1,2439822,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  PHOOL HARA
301,282,583,0,11,6,5,2417407,10,110,2008,KISHANGANJ,20097,POTHIA,MS JALU  CHOWK
33,36,69,0,1,1,0,2464535,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA AABIDAYA GOWABARI
168,181,349,0,8,4,4,2468851,10,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS PIPALTOLA BANBARI
123,111,234,0,9,8,1,2408813,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS JANGLABHITHA
70,81,151,0,4,4,0,2416896,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA ABIDIA KASHIBARI
128,168,296,0,7,5,2,2488897,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS PIPLA
154,242,396,0,11,8,3,2422216,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MS JAR JHULLA
59,63,122,0,1,1,0,2435917,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA ABIDUL ISLAM MUSHARA
113,109,222,0,9,8,1,2431847,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS PIPRA
191,211,402,0,7,5,2,2476240,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS JHUNKIMUSAHRI EAST
56,69,125,0,7,7,0,2435748,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA ABRE RAHMAT HALTABAN 573
186,166,352,0,11,5,6,2439332,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS PIPRITHAN
262,276,538,0,12,7,5,2462508,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MS KADOGAON
57,66,123,0,2,2,0,2455815,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA AFTABUL ULOOM DAHIBHAT
77,91,168,0,7,2,5,2446152,10,110,2008,KISHANGANJ,20096,TERHA GACHH,U.M.S POKHERIA
69,59,128,0,4,4,0,2477098,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA AHMADIYA DHAWELI JHALA
188,249,437,0,14,7,7,2435048,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS KAIRI BIRPUR
72,101,173,0,7,4,3,2433612,10,110,2008,KISHANGANJ,20095,KISHANGANJ,U.M.S. PORLABARI-II
253,252,505,0,13,4,9,2419473,10,110,2008,KISHANGANJ,20097,POTHIA,MS KALIA GANJ
17,14,31,0,6,6,0,2403826,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA  AHSANIYA ROHI DHASA BAJRA DANGA
128,143,271,0,11,6,5,2431907,10,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS POTHIA DHEKA BHINJA
91,179,270,0,8,4,4,2420865,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MS KAMALA NEHRU BALIKA
20,24,44,0,6,6,0,2418908,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA AKBARUL ULOOM JAMA MASJID ZAHID NAGER HATGAON
115,99,214,0,5,3,2,2410981,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS POTHI MARI
106,161,267,0,11,9,2,2477280,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MS KAMATI
128,192,320,0,4,4,0,2426084,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA ALHASNA PADAMPUR
71,98,169,0,8,2,6,2413298,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS POTHI MARI JAGIR
177,172,349,0,8,2,6,2491108,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MS KANHAIYABARI
32,35,67,0,2,2,0,2465694,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA ALTAFIYA CHARAK PARA LOUCHA
31,42,73,0,5,4,1,2442519,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA MADARSTUL BANAT NOORJAHAN
78,64,142,0,6,5,1,2482228,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA MADINATUL ELM BHOLMARA
88,83,171,0,2,2,0,2455066,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA MADINATUL ULOOM MODHO
66,77,143,0,5,5,0,2465513,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA MADINTUL ULOOM DULALI
68,53,121,0,4,4,0,2476663,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA MAHBOOBIA HATGACHHI GAURAMANI
64,58,122,0,2,2,0,2422998,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA MAHBOOBIA SUNDARBARI
53,35,88,0,1,1,0,2433617,10,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA MAJDILA ISLAHUL MUSLEMIN JHUKNI BAISA TOLA
53,49,102,0,6,6,0,2410991,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA MAMBUL ULOOM SARAI IDGAH
26,36,62,0,3,3,0,2462989,10,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA MANJRUL ULOOM BARARO
48,43,91,0,2,2,0,2483045,10,110,2008,KISHANGANJ,20097,POTHIA,MADARSA MANOVEAIL ISLAM SHITALPUR
29,31,60,0,5,4,1,2499198,10,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA MAZHAR-E-ISLAM
43,46,89,0,2,2,0,2486606,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA MAZHARIA ISLAMIA KALKALI
45,61,106,0,5,3,2,2479972,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS PACK TOLA BARIJAN
75,76,151,0,5,1,4,2434355,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS HAJI JALAL TOLA FATEHPUR
109,122,231,0,7,6,1,2477351,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS SHISHAGACHHI
14,15,29,0,2,1,1,2475600,10,110,2008,KISHANGANJ,20097,POTHIA,N.P.S PAKLI BARI
225,241,466,0,11,6,5,2484471,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  HALDI BARI
165,199,364,0,12,9,3,2446159,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SIKTIHAR
36,42,78,0,3,1,2,2455061,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS PALASMANI WARD NO. 8
79,69,148,0,8,4,4,2453779,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS HARIALPUR
48,57,105,0,4,2,2,2450305,10,110,2008,KISHANGANJ,20097,POTHIA,NPS   PALIA TOLI  SITA JHARI
139,165,304,0,10,5,5,2435921,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SIKTIHAR WARD NO. 15
185,199,384,0,8,2,6,2447132,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS HARI BHITTA
130,134,264,0,6,3,3,2477005,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS SIMAL DANGI
33,38,71,0,2,2,0,2406681,10,110,2008,KISHANGANJ,20097,POTHIA,N.P.S PANBARA
133,187,320,0,11,7,4,2432576,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SINDHU GACHH BHORADAH
213,199,412,0,8,3,5,2489639,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS HARKHU GARIA
72,66,138,0,3,3,0,2472906,10,110,2008,KISHANGANJ,20097,POTHIA,NPS PANCHPIR
157,140,297,0,8,6,2,2409173,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS HAROBHITA
273,267,540,0,10,6,4,2450306,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  SINGHARI GOBINDPUR
57,48,105,0,3,2,1,2421013,10,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS PANCHYAT BHAWAN BHORHA
166,185,351,0,7,4,3,2479969,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS HASAN DUMARIA
259,275,534,0,12,6,6,2479239,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS SINGHIA CHAKANDRA
58,46,104,0,3,2,1,2478497,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS PARSAD TOLA SUKARNA
83,154,237,0,7,3,4,2467351,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS HATGACHHI MAHUWA
176,188,364,0,10,8,2,2443973,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SINGHIYA DULALI
22,27,49,0,3,0,3,2448007,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS PASCHIM ALTABARI
184,218,402,0,10,6,4,2434348,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS HAT GAON
112,134,246,0,7,5,2,2477774,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,U M S SIRAR TOLA KOCHGAR
52,52,104,0,2,1,1,2450311,10,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PASHIM TOLA SATHBOLIA
76,103,179,0,9,7,2,2467341,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS HATGAUN MUSHARA
56,60,116,0,11,7,4,2479950,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS SIRNIA BANSBARI
52,77,129,0,4,3,1,2409977,10,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS PASWAN TOLA KHAGRA
82,68,150,0,6,3,3,2433618,10,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS HAWA KOL
76,67,143,0,4,4,0,2491103,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS SITAGACHH
53,52,105,0,3,1,2,2454540,10,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS PATALWA PASCHIM TOLA
160,180,340,0,8,6,2,2491106,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS HIMMAT NAGAR
113,116,229,0,8,5,3,2472902,10,110,2008,KISHANGANJ,20097,POTHIA,UMS  SITA JHARI
40,32,72,0,2,1,1,2462997,10,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PATHANTOLI
91,71,162,0,6,2,4,2407193,10,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.HULHULI
129,100,229,0,7,4,3,2429091,10,110,2008,KISHANGANJ,20097,POTHIA,UMS   SOHAGI  (BEP)
60,31,91,0,4,1,3,2464018,10,110,2008,KISHANGANJ,20098,THAKURGANJ,UNIQUE PUBLIC SCHOOL POWAKHALI
34,19,53,0,9,5,4,2420616,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,UNIVERSAL PUBLIC SCHOOL
31,30,61,0,2,1,1,2431949,10,110,2008,KISHANGANJ,20095,KISHANGANJ,VIDHYA NIKETAN
248,173,421,0,13,10,3,2481011,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,WELCOME PUBLIC SCHOOL DARNIYA HAT
12,8,20,0,8,4,4,2485716,10,110,2008,KISHANGANJ,20097,POTHIA,WELFARE PUBLIC SCHOOL
36,37,73,1,5,1,6,2499200,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,ZEBA INTERNATIONAL SCHOOL
74,20,94,0,9,4,5,2420565,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,ZEE MOUNT PUBLIC SCHOOL
34,39,73,1,5,1,5,2475568,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS DUMARIA
111,85,196,0,6,2,4,2490359,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DURGA PUR
30,30,60,0,3,2,1,2421490,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DURGAPUR
80,73,153,0,5,3,2,2411704,10,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DURGAPUR UTTAR TOLA B.E.P
104,100,204,0,5,1,4,2450153,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DUWA DANGI
15,35,50,0,4,1,3,2469775,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS EKRA
74,55,129,0,4,2,2,2432864,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS  ESTATE TOLA PADAMPUR
20,15,35,0,2,2,0,2440796,10,110,2008,KISHANGANJ,20097,POTHIA,P.S FAKEER DHURA
80,92,172,0,6,1,5,2438272,10,110,2008,KISHANGANJ,20098,THAKURGANJ,PS FARABARI GIRLS
83,67,150,0,4,2,2,2480578,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS FARABARI NANKAR
78,80,158,0,2,1,1,2491097,10,110,2008,KISHANGANJ,20097,POTHIA,PS FARRA BARI
63,55,118,0,5,2,3,2425040,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,P.S FULBARI
27,32,59,0,2,1,1,2458363,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS GACHH BELBARI
60,52,112,0,3,1,2,2443026,10,110,2008,KISHANGANJ,20095,KISHANGANJ,PS GACHPARA BAGHMOHAR COLONY
68,56,124,0,2,1,1,2439326,10,110,2008,KISHANGANJ,20097,POTHIA,PS  GAEEN BASTI
34,26,60,0,2,1,1,2430292,10,110,2008,KISHANGANJ,20098,THAKURGANJ,PS GANDHU GACCH
16,27,43,0,4,3,1,2407186,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS GARGAON
61,54,115,0,4,2,2,2411698,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS GARGAWON NAYA TOLA
65,56,121,0,5,2,3,2437385,10,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS GARGAW PHOOLWAN AADWASI TOLA (BEP)
41,55,96,0,3,1,2,2436267,10,110,2008,KISHANGANJ,20096,TERHA GACHH,PS GARRATOLI
68,80,148,0,4,4,0,2456532,10,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS GIRI TOLA PANCHGACHHI
62,50,112,0,4,1,3,2473844,10,110,2008,KISHANGANJ,20097,POTHIA,PS GOA BARI
38,41,79,0,3,3,0,2472554,10,110,2008,KISHANGANJ,20097,POTHIA,PS GOGNATI
