totalBoy,totalGirl,totalCount,totalTeacherCon,totalTeacherReg,totalTeacherMale,totalTeacherFemale,schoolId,yearId,stateId,districtId,districtName,blockId,blockName,schoolName
39,41,80,0,2,2,0,2408292,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA NURUL ISLAM KUSIARI
37,39,76,0,2,2,0,2407949,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,N.P.S KARAN LAL SINGH TOLA BHATABARI
109,118,227,0,2,2,0,2475819,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS CHANDWAR KHATIYATOLI
56,45,101,0,4,2,2,2410206,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS DOGACHHI
52,49,101,0,3,2,1,2453948,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,SONA DEVI PS BAGALBARI  UTTARTOLA
176,154,330,0,10,5,5,2466592,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BOHITA
175,185,360,0,7,3,4,2423761,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS KASBAGANGI
127,135,262,0,6,5,1,2428130,11,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS MALANI
14,12,26,0,3,1,2,2421014,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KARGIL BASTI
47,58,105,0,5,2,3,2412441,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA NURUL ISLAM PATLWA
45,67,112,0,4,2,2,2469776,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DOHAR MALANI
58,69,127,0,4,3,1,2458523,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS CHARAIYA
130,48,178,0,9,6,3,2438791,11,110,2008,KISHANGANJ,20095,KISHANGANJ,SREE PRAKASH CHAND SCHOOL
103,117,220,0,7,3,4,2450787,11,110,2008,KISHANGANJ,20097,POTHIA,UMS  BORO  GACHH
96,133,229,0,7,2,5,2421203,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS KASHIBARI KARBALLA
98,88,186,0,6,4,2,2418368,11,110,2008,KISHANGANJ,20097,POTHIA,UMS  MALI BASTI
82,93,175,0,5,1,4,2488903,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS DOMOHNI
45,43,88,0,3,2,1,2428126,11,110,2008,KISHANGANJ,20097,POTHIA,NPS KARIGAON
33,28,61,0,2,0,2,2412446,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS CHATTAN AADIWASI TOLA
152,92,244,0,4,3,1,2432876,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA QUADARIA BAHIKOL
321,379,700,0,17,15,3,2483044,11,110,2008,KISHANGANJ,20096,TERHA GACHH,S.S.HIGH SCHOOL BIBIGANJ
154,134,288,0,8,7,1,2413297,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS KASHI BARI SANTHAL TOLA
210,225,435,0,14,12,2,2426330,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BUALDAH
129,153,282,0,8,4,4,2435919,11,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.MALINGAON
84,78,162,0,2,1,1,2465951,11,110,2008,KISHANGANJ,20095,KISHANGANJ,PS CHAUNDI HARIJAN TOLA
20,26,46,0,6,1,5,2486282,11,110,2008,KISHANGANJ,20095,KISHANGANJ,PS DOM PATTI
33,26,59,0,2,1,1,2468858,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KARRA BASTI
58,63,121,0,3,3,0,2449028,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA QUADIRIA ISLAMIA IDGAH BIRNIA
235,349,584,0,14,9,5,2401108,11,110,2008,KISHANGANJ,20097,POTHIA,"S.S.HIGH SCHOOL, RATANPUR"
126,136,262,0,9,5,4,2443027,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,U.M.S BUDHIMARI PACHIM BHAG
59,59,118,0,8,4,4,2491092,11,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS KASHI PUR
130,126,256,0,6,5,1,2457268,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MALMALI
136,136,272,0,5,2,3,2440791,11,110,2008,KISHANGANJ,20095,KISHANGANJ,PS CHHAGALIA
35,20,55,0,3,2,1,2408891,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA QUAMRUL ULOOM ANDHWAKOLA BELWA
81,90,171,0,4,2,2,2446156,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS DOM TOLI
40,44,84,0,2,1,1,2428609,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KARRATOLI
38,31,69,0,5,3,2,2433631,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,STAR PUBLIC SCHOOL
159,167,326,0,8,6,2,2487848,11,110,2008,KISHANGANJ,20097,POTHIA,UMS  BUDHRA
94,92,186,0,8,3,5,2410976,11,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS  KASH LATA
118,172,290,0,6,4,2,2426085,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS MALSHAHPUR
26,31,57,0,4,1,3,2457262,11,110,2008,KISHANGANJ,20095,KISHANGANJ,PS CHHAGALIA DAKSHIN
43,49,92,0,4,2,2,2415491,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,PS DORIA
52,49,101,0,2,2,0,2454543,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA QUASIMUL ULOOM KAIRI BIRPUR
40,54,94,0,3,1,2,2455812,11,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS KASERA
1256,947,2203,2,68,25,45,2417406,11,110,2008,KISHANGANJ,20095,KISHANGANJ,ST. XAVIER'S ENGLISH MEDIUM SCHOOL
103,108,211,0,6,3,3,2473853,11,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.BURHNIA
197,193,390,0,6,2,4,2479225,11,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS KATAHALBARI
159,176,335,0,7,4,3,2490352,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS MALTOLI
20,18,38,0,2,1,1,2421485,11,110,2008,KISHANGANJ,20097,POTHIA,NPS  KASHI BARI
33,40,73,0,3,2,1,2478500,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS PATHARBASTI TALBARI
66,103,169,0,3,3,0,2417413,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA ASHATUL ULUM MEERBHITA
79,68,147,0,3,3,0,2410208,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA QUASIMUL ULOOM KHAIKHAT
84,69,153,0,5,3,2,2478486,11,110,2008,KISHANGANJ,20097,POTHIA,U.M.S BABHANGACHH
44,49,93,0,2,1,1,2450796,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KASHIBARI
17,20,37,0,2,1,1,2407190,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S PATIBICHHA AADIWASI TOLA
48,41,89,0,6,3,3,2448253,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA ASHRAFUL BENAT BIRNIA TOLA SAMESHAR
9,10,19,0,3,2,1,2499326,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA QURBAN ALI
75,65,140,0,7,3,4,2413121,11,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS BABHANGAMA
61,61,122,0,4,2,2,2423000,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KASHIBARI
103,124,227,0,6,6,0,2441472,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA ASHRAFUL ULOOM
60,63,123,0,6,6,0,2498783,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA RAFIQUL ULOOM KHAJURBARI
39,46,85,0,2,2,0,2472913,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PATILABHASA
118,109,227,0,10,9,1,2410985,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BABHANGAWN
24,18,42,0,2,2,0,2460371,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S KASHIBARI LATIFUL TOLA
41,36,77,0,6,6,0,2498814,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA ATAUL ULOOM SARKAR-E-MADINA
36,44,80,0,2,2,0,2437307,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA RAHMANIYA BELWA
16,14,30,0,2,2,0,2439335,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PATILABHASA-1
35,43,78,0,4,2,2,2491107,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BADTOLA
42,48,90,0,6,4,2,2498661,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA BABUL ILM 
74,90,164,0,3,1,2,2437159,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KASIBARI TOLA
62,107,169,0,4,4,0,2453589,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA RAHMANIYA BHORHA
39,51,90,0,2,1,1,2451158,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PAWNA
183,183,366,0,9,2,7,2425739,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BAGALBARI
30,23,53,0,2,0,2,2433633,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KATHALBARI CHAINPUR
35,35,70,0,3,3,0,2409115,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA BABUL ULUM SARAIKURI
81,66,147,0,1,1,0,2415528,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA RAHMANIYA DAHIBHAT
21,16,37,0,2,1,1,2461997,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PETBISA
109,100,209,0,7,4,3,2408561,11,110,2008,KISHANGANJ,20097,POTHIA,UMS BAGAL BARI  1
42,32,74,0,3,2,1,2465157,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KATHALBARI WARD NO-10
47,39,86,0,3,3,0,2405692,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA BAHRUL ULOOM DHOKERPAT
27,36,63,0,2,0,2,2482986,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS PHHUL BHASA CHUAITAL
46,22,68,0,5,4,1,2498660,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA RASHIDIA FAIZUL QURAAN KHATIA PICHHLA
79,87,166,0,7,2,5,2451714,11,110,2008,KISHANGANJ,20097,POTHIA,UMS   BAGAL BARI  II
63,37,100,0,5,5,0,2443979,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA BAHRULULOOM SINGHARI BHORHA
44,41,85,0,6,5,1,2431274,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA RAZA -E- MUSTAFA KALUGHAT
36,42,78,0,2,2,0,2420043,11,110,2008,KISHANGANJ,20097,POTHIA,NPS  KATHAL DANGI
29,32,61,0,3,1,2,2480821,11,110,2008,KISHANGANJ,20097,POTHIA,NPS  PHOOL  BARI
173,163,336,0,9,6,3,2467340,11,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS BAGULA HAGI
31,28,59,0,2,2,0,2411693,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA BAHRUL ULUM BISANI
58,69,127,0,4,4,0,2430171,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA REFAHUL MUSLEMIN RIZVI NAGAR EKRA KUMHIA
23,24,47,0,2,2,0,2404764,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KATHAL DANGI CHENGA GHAT
24,38,62,0,2,2,0,2449938,11,110,2008,KISHANGANJ,20097,POTHIA,NPS PIPAL DANGI MALLAH BASTI
197,234,431,0,8,6,2,2483991,11,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS BAHADURPUR
70,72,142,0,3,1,2,2432577,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS PIPLA
38,31,69,0,6,6,0,2440338,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA BANAT ZINATUL ULOOM ZAKIR NAGAR QUADAM GACHHI
45,60,105,0,2,2,0,2453859,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA REJAUL ULUM CHORKATTA KURHELA
31,48,79,0,2,2,0,2440792,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S KELABARI PANBARA
140,181,321,0,9,8,1,2487847,11,110,2008,KISHANGANJ,20095,KISHANGANJ,U.M.S BAHERAKOL-II
40,37,77,0,4,2,2,2488023,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,NPS KHAIKHAT AYUBTOLA SE PURAB
17,14,31,0,1,0,1,2430820,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S PIRPOKHAR
0,4,4,0,5,3,2,2504324,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA BENATUL FATEMIA MAKTOOB NAGAR GOWABARI
29,44,73,0,4,4,0,2455818,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA  REYAZUL  ULOOM SINGHIMARI
191,212,403,0,12,8,4,2411702,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BAHICHA KUTTI
49,52,101,0,2,1,1,2458610,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS PLASMANI WARD NO.5
102,101,203,0,6,5,1,2421496,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KHANKA TOLA BHAGAL
106,105,211,0,4,4,0,2452132,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA CHAMANE ISLAM JALMILIK JANTA HAT
40,44,84,0,1,1,0,2442729,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SAIFULALOOM SATAL ISTAMRAR
185,215,400,0,10,9,1,2491112,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BAHIKOL
46,46,92,0,2,2,0,2450790,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA CHAMANE MUSTAFA
54,58,112,0,3,2,1,2440797,11,110,2008,KISHANGANJ,20097,POTHIA,NPS PURAB PANASI
54,69,123,0,4,4,0,2447309,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SALIMIA MASJIDGARH
38,60,98,0,2,2,0,2416898,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHARIBASTI
222,199,421,0,5,4,1,2444713,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS BAIHNATH TOLA MOHAMARI
33,49,82,0,4,3,1,2443963,11,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS KHARITOLA CHAINPUR
88,72,160,0,4,4,0,2446778,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA CHAMANE MUSTAFA TEGHARIA
33,44,77,0,3,2,1,2416351,11,110,2008,KISHANGANJ,20095,KISHANGANJ,N.P.S PURANA MUKHIYA TOLA(CHAKLA)
57,55,112,0,5,5,0,2415341,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMADIYA PHOOL BARI
242,248,490,0,9,6,3,2472912,11,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS BAIRAGI JHAR
39,47,86,0,5,4,1,2462513,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS QUAMRUL TOLA DAKSHIN MOHRA
36,46,82,0,3,1,2,2414209,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KHARITOLA DAHGAON
78,94,172,0,3,3,0,2483166,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA CHAMENE MUSTAFA TOTABHITA
27,27,54,0,6,6,0,2458423,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SAMRUL ISLAM RANI CHUNAMARI
111,108,219,0,6,4,2,2468863,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BAIRAGPUR
37,20,57,0,4,3,1,2444710,11,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS KHARRA
43,55,98,0,2,1,1,2417878,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS RAJIBASTI
71,75,146,0,2,2,0,2487599,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA DARASUL QURAN BAGICHA NO 1253
48,50,98,0,6,6,0,2418909,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SEHATUL MUSLEMIN GARGAON SONTHA
97,111,208,0,6,5,1,2410196,11,110,2008,KISHANGANJ,20095,KISHANGANJ,UMS BAIRGACHHI
51,55,106,0,3,3,0,2455047,11,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS KHATTABASHTI LALPANI
61,48,109,0,2,1,1,2474712,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS RAM AADIWASI TOLA
95,114,209,0,8,7,1,2426327,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL HODA KASHIPUR
66,62,128,0,4,4,0,2456539,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SHABBANUL MUSLEMEEN BHATBARI
88,112,200,0,8,6,2,2412447,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS  BAISA
42,40,82,0,2,2,0,2471812,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,N.P.S KHATTA TOLI JHILJHI
6,4,10,0,5,5,0,2431385,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA DARUL HODA KHARI TOLA
222,330,552,0,5,5,0,2477770,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA  SHAMSIA DARUL HODA SINGHMARI MILIK
96,162,258,1,7,6,2,2433625,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS BAISA GOPAL GANJ
62,64,126,0,3,1,2,2411691,11,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS RAM PUR
74,70,144,0,2,2,0,2462512,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHELABHITA
25,14,39,0,1,1,0,2436347,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS RAMPUR
99,211,310,0,6,6,0,2450786,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL HODA PHULWARI BASANTPUR
58,52,110,0,4,4,0,2468118,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA SHAMSUL ULOOM  KUMHIYA HAT
222,231,453,0,10,7,3,2473849,11,110,2008,KISHANGANJ,20097,POTHIA,UMS  BAKSA
37,29,66,0,3,0,3,2487758,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS KHIKHIRTOLA
58,51,109,0,2,0,2,2436348,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS RAMPUR UTTAR TOLA
27,14,41,0,6,5,1,2499325,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA DARUL HUDA
87,132,219,0,3,3,0,2449594,11,110,2008,KISHANGANJ,20098,THAKURGANJ,MADARSA SHAMSUL ULUM BANDERJHULA
190,155,345,0,5,2,3,2414616,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BALIA
66,62,128,0,2,2,0,2432861,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHOKO BASTI
42,29,71,0,4,3,1,2443227,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS ROHANIA
61,114,175,0,2,2,0,2413300,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA DARUL HUDA MOUZA BARI
28,25,53,0,3,3,0,2476353,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SHARFULULUM NURPUR MAHIYARPUR
90,106,196,0,8,3,5,2411690,11,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS BALUA DANGI
37,39,76,0,1,0,1,2483999,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KHUNIYABHITA
59,66,125,0,6,6,0,2470113,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA DARUL ISLAM MALI TOLA MATIYARI
73,67,140,0,2,2,0,2448135,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA SIRAJUL ULUM DHANSONA
10,10,20,0,1,0,1,2464626,11,110,2008,KISHANGANJ,20095,KISHANGANJ,N.P.S RUIDHASA DAKSHIN
89,132,221,0,7,4,3,2477281,11,110,2008,KISHANGANJ,20096,TERHA GACHH,UMS BALUA JAGAIR
63,64,127,0,3,1,2,2449393,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS KOACHVITHA
64,72,136,0,2,2,0,2410992,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA DARUL  ULOOM AJIMIYA NAURANGA
64,52,116,0,4,4,0,2443978,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA SIRAJUL ULUM TEGHARIA
58,51,109,0,2,2,0,2438524,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S RUPNIGACHH
55,43,98,0,6,5,1,2430425,11,110,2008,KISHANGANJ,20097,POTHIA,UMS BALU BARI
46,41,87,0,2,2,0,2493554,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,N P S KOCHGER SAH TOLA
75,73,148,0,2,2,0,2413961,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA DARUL ULOOM DISTGIR BANGAMA
79,77,156,0,3,3,0,2477101,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA TABALIGUL ISLAM LAUCHA
29,35,64,0,3,1,2,2420923,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS SAHUGACHH
170,160,330,0,5,5,0,2441838,11,110,2008,KISHANGANJ,20098,THAKURGANJ,UMS BALUBARI
10,9,19,0,2,1,1,2405401,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS SAKDHALA ZILEBIAMORE
45,76,121,0,3,1,2,2414306,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KOTHITOLA BHATABARI
41,53,94,0,4,3,1,2493525,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL ULOOM HAMIDIA
82,71,153,0,5,5,0,2443716,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA TABLIGHUL ULOOM MOHAMMADIA KELABARI
65,67,132,0,6,1,5,2466136,11,110,2008,KISHANGANJ,20097,POTHIA,U.M.S BANGDOGRA
59,59,118,0,2,1,1,2454634,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS SALAMPUR GANGI
60,65,125,0,6,6,0,2405524,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA DARUL ULOOM ISLAMIYA KHARRA BELBARI
47,53,100,0,1,1,0,2487251,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA TALIMUL ISLAM  CHUNIMARI
61,83,144,0,4,1,3,2435749,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS KOYALPUR DULALI
86,94,180,0,5,3,2,2466043,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS BANS BARI
34,30,64,0,2,1,1,2478485,11,110,2008,KISHANGANJ,20097,POTHIA,NPS  SALBAGAN
38,99,137,0,10,7,3,2498662,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA DARUL ULOOM KHAIRUL BANAT
55,44,99,0,2,2,0,2477763,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA TALIMUL ISLAM GARIB NAWAZ
52,48,100,0,2,2,0,2463458,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS LAHASURA
68,102,170,0,6,3,3,2462994,11,110,2008,KISHANGANJ,20097,POTHIA,UMS BANS BARI
43,33,76,0,2,2,0,2431997,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS SALGURI
85,84,169,0,6,6,0,2460158,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA DARUL ULOOM KHARRA BELBARI
51,58,109,0,6,6,0,2438597,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA TALIMUL ISLAM JANKIBHITTA
41,39,80,0,3,1,2,2477776,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS LAITOR
120,149,269,0,8,6,2,2488898,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS BANSBARI TULSIA
13,18,31,0,2,1,1,2449704,11,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS LODHABARI
64,52,116,0,3,3,0,2436346,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS SANGATTOLA BETBARI
149,134,283,0,5,5,0,2471811,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA DARUL ULOOM  KOLTHA
53,53,106,0,2,2,0,2436680,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA TALIMUL ISLAM JANTAHAT KUHAILI 498
89,92,181,0,7,2,5,2429090,11,110,2008,KISHANGANJ,20097,POTHIA,U.M.S BARAGHARIA
66,74,140,0,2,1,1,2475907,11,110,2008,KISHANGANJ,20097,POTHIA,NPS LODHA BARI II
33,34,67,0,3,3,0,2410982,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,NPS SANI MANGURA
52,39,91,0,3,3,0,2437232,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA DARUL ULOOM MURADPURSIKTIHAR
45,54,99,0,2,2,0,2477283,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA TALIMUL ISLAM KUDEHLI 1263
166,206,372,0,8,7,1,2479235,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,UMS BARAHMASIA
18,7,25,0,2,2,0,2416697,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S LODHABARI-III
44,53,97,0,2,2,0,2451234,11,110,2008,KISHANGANJ,20097,POTHIA,NPS SARADIGHI
56,52,108,0,5,5,0,2498933,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA DARUL ULOOM MUSTOFAIYA
68,96,164,0,3,3,0,2413962,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA TALIMUL ISLAM MUHAMAD NAGAR
265,417,682,0,11,7,4,2466305,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS BARBANNA
49,63,112,0,3,1,2,2458609,11,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS LOHADANGA PASCHIM BHAG
29,26,55,0,5,2,3,2487759,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS SARSWATI DEVI MADHWA KOLA GANI TOLA
32,41,73,0,6,6,0,2498934,11,110,2008,KISHANGANJ,20097,POTHIA,MADARSA DARUL ULOOM QUADRIA NOORIA
110,134,244,0,4,4,0,2447943,11,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA TALIMUL ISLAM NANKAR KAMATI
242,239,481,0,8,4,4,2462507,11,110,2008,KISHANGANJ,20098,THAKURGANJ,"UMS BAR,MANI"
69,53,122,0,4,2,2,2465085,11,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS SATAB TOLA SHAHPUR
67,68,135,0,4,3,1,2410198,11,110,2008,KISHANGANJ,20095,KISHANGANJ,NPS LOHADANGA PURV BHAG
117,164,281,0,7,7,0,2445411,11,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL ULUM KATHALIYA PORLABARI
38,37,75,0,3,3,0,2479231,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADARSA TALIMUL KURAN PATHERGHATTI 502
135,164,299,0,9,5,4,2436268,11,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS BASAK TOLA
83,77,160,0,2,2,0,2483981,11,110,2008,KISHANGANJ,20097,POTHIA,N.P.S MADANGANJ MIRJAPUR SHERSHAHBADI TOLA
85,71,156,0,3,2,1,2442717,11,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS SATAL ISTAMRAR
