udiseschCode,yearId,yearDesc,stateName,districtName,blockName,villWardName,clusterName,assemblyCd,panDesc,cityDesc,municipalityDesc,assemblyCdDesc,parlCdDesc,schoolName,schLocRU,schLocDesc,schCategoryId,schCategoryDesc,schType,schTypeDesc,lowClass,highClass,schMgmtId,schMgmtCenterId,schMgmtStateDesc,schMgmtNationalDesc,schoolStatus,schStatusName,pincode,tchReg,tchCont,tchPart,tchCat1,tchCat2,tchCat3,tchCat4,tchCat5,tchCat6,tchCat7,tchCat8,tchCat10,tchCat11,totMale,totFemale,totNr,totalTeacher,tchAbove55,totTchBelowGraduate,totTchGraduateAbove,totTchPgraduateAbove,compM,compF,compT,tchInvlovedNonTchAssign,tchRecvdServiceTrng,partTimeInstructor,ftbPr,transptPr,uniformPr,ftbUpr,transptUpr,uniformUpr,totalGrant,totalExpediture,profQual1,profQual2,profQual3,profQual4,profQual5,profQual6,profQual7,profQual8,profQual10,profQual11,profQual12,lgdurbanlocalbodyId,lgdurbanlocalbodyName,lgdwardId,lgdwardName,lgdvillageId,lgdvillName,lgdpanchayatId,lgdvillpanchayatName,lgdblockId,lgdblockName,schoolId,stateId,districtId,blockId
******01203,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,MUSALDENGA,U.M.S HARI BHASHA,1008002,NA,NA,NA,,,NPS MUSALDENGA II,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855101.0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,-1,,,,2443971,110,2008,20100
******01703,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,KUDHAILA,UMS GOPALPUR HAT,1008002,NA,NA,NA,,,MS KUDHAILA,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855101.0,7,0,0,0,1,6,0,0,0,0,0,0,0,4,3,0,7,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,4,0,0,0,0,2,0,0,0,,,,,,,-1,,,,2432575,110,2008,20100
******07701,9,2022-23,Bihar,KISHANGANJ,KISHANGANJ,BELWA,U.M.S.BELWA KASIPUR,1008001,NA,NA,NA,,,MADARSA RAHMANIYA BELWA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855107.0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2437307,110,2008,20095
******02701,9,2022-23,Bihar,KISHANGANJ,POTHIA,RAMNIAPOKHER,A.M.S POTHIA,1008001,NA,NA,NA,,,UMS  RAMNIAPOKHER,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855117.0,8,0,0,1,7,0,0,0,0,0,0,0,0,5,3,0,8,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,0,0,0,0,,,,,,,-1,,,,2483980,110,2008,20097
******05501,9,2022-23,Bihar,KISHANGANJ,KISHANGANJ,BALIA,U.M.S.JANAMJAY KAMAT,1008004,NA,NA,NA,,,UMS MANJHOK,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,733209.0,8,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,8,0,3,3,2,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,0,4,1,0,0,0,0,3,0,0,0,,,,,,,-1,,,,2435036,110,2008,20095
******07504,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,BARCHOUNDI,M.S BARCHAUNDI,1008003,NA,NA,NA,,,NPS MURGIHARA,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855107.0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2404980,110,2008,20098
******01106,9,2022-23,Bihar,KISHANGANJ,TERHA GACHH,KHAJURBARI,M S GAMHARIA,1008002,NA,NA,NA,,,MADARSA RAFIQUL ULOOM KHAJURBARI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,854333.0,6,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,6,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,5,0,0,0,0,0,,,,,,,-1,,,,2498783,110,2008,20096
******06901,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,KOCHGADH PURANDAHA,M S ANDHASUR,1008004,NA,NA,NA,,,MS KOCHGADH PURANDAHA,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855115.0,13,0,0,1,2,7,0,2,0,1,0,0,0,11,2,0,13,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8,1,3,0,0,0,1,0,0,0,0,,,,,,,-1,,,,2410987,110,2008,20101
******00301,9,2022-23,Bihar,KISHANGANJ,KISHANGANJ,MARWA TOLI,M.S MAHINGAON,1008004,NA,NA,NA,,,UMS MARWA TOLI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,11,0,0,1,0,10,0,0,0,0,0,0,0,8,3,0,11,0,4,4,3,1,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0,5,1,1,1,3,0,0,0,0,0,0,,,,,,,-1,,,,2446963,110,2008,20095
******02301,9,2022-23,Bihar,KISHANGANJ,POTHIA,DHOBI DANGA,A.M.S POTHIA,1008001,NA,NA,NA,,,UMS  DHOBI DANGA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855117.0,6,0,0,0,1,5,0,0,0,0,0,0,0,5,1,0,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2473405,110,2008,20097
******01201,9,2022-23,Bihar,KISHANGANJ,POTHIA,RANGA BHITTA,M.S. GIRLS GILHABARI,1008001,NA,NA,NA,,,UMS  RANGA BHITTA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855117.0,6,0,0,0,1,5,0,0,0,0,0,0,0,5,1,0,6,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,1,0,2,0,0,0,3,0,0,0,0,,,,,,,-1,,,,2407188,110,2008,20097
******05003,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,HULHULI,UMS BALUBARI,1008003,NA,NA,NA,,,UMS KHUTAMANI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855116.0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,-1,,,,2460304,110,2008,20098
******02701,9,2022-23,Bihar,KISHANGANJ,TERHA GACHH,BHELAGURI DAKSHINTOLA,M S BIBIGANJ,1008002,NA,NA,NA,,,UMS BHELA GURI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855101.0,5,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2410975,110,2008,20096
******06501,9,2022-23,Bihar,KISHANGANJ,TERHA GACHH,KHARIA SUHIA,M S FULBARIYA,1008002,NA,NA,NA,,,MADARSA RAHMANIYA BHORHA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855101.0,4,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2453589,110,2008,20096
******01902,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,KUDHAILI,M.S.PATTHARGHATTI,1008002,NA,NA,NA,,,MS KUDHAILI,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855101.0,8,0,0,0,0,7,0,1,0,0,0,0,0,4,4,0,8,0,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,3,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2477282,110,2008,20099
******01809,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,EKRA,M.S. KATHALBARI,1008003,NA,NA,NA,,,NPS MUSHARTOLA EKRA,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855101.0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,-1,,,,2436019,110,2008,20099
******02801,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,GULSAN BHITA,R.M.S.GALGALIA,1008003,NA,NA,NA,,,U.M.S. GULSAN BHITA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855116.0,6,0,0,1,1,4,0,0,0,0,0,0,0,2,4,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,1,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2460571,110,2008,20098
******01501,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,MASJID GARH,U M S MASJIDGARH,1008004,NA,NA,NA,,,UMS MASJIDGARH,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,7,0,0,0,1,6,0,0,0,0,0,0,0,3,4,0,7,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,4,0,0,1,0,0,0,0,0,,,,,,,-1,,,,2468123,110,2008,20101
******04801,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,RANGA MANI,M S KANHAIYABARI,1008004,NA,NA,NA,,,UMS RANGAMANI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2479966,110,2008,20101
******01501,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,DAHGAON BANS BARI,M.S.DHIMTOLA,1008002,NA,NA,NA,,,UMS DAHGOAN BANSBARI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855101.0,7,0,0,0,7,0,0,0,0,0,0,0,0,5,2,0,7,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,4,1,0,0,,,,,,,-1,,,,2455060,110,2008,20100
******04801,9,2022-23,Bihar,KISHANGANJ,TERHA GACHH,KHANIABAD,M S TERHAGACHH,1008002,NA,NA,NA,,,MADARSA RAHMANIYA DAHIBHAT,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855101.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2415528,110,2008,20096
******06401,9,2022-23,Bihar,KISHANGANJ,POTHIA,KUSIYARI,U.M.S KUSIYARI,1008001,NA,NA,NA,,,MS KUSIYARI,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855117.0,15,0,0,2,5,7,0,1,0,0,0,0,0,11,4,0,15,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7,0,8,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2440794,110,2008,20097
******19501,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,NAIBASTI,M.S BARCHAUNDI,1008003,NA,NA,NA,,,NPS NAIBASTI,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855107.0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2451721,110,2008,20098
******03101,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,MASTALIA,U M S KUTTI,1008004,NA,NA,NA,,,UMS MASTALIA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2468862,110,2008,20101
******08401,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,RANI,U M S AHMADNAGAR MOUDHO,1008004,NA,NA,NA,,,UMS RANI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855115.0,5,0,0,0,2,3,0,0,0,0,0,0,0,2,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,2,0,0,,,,,,,-1,,,,2421493,110,2008,20101
******06602,9,2022-23,Bihar,KISHANGANJ,POTHIA,KHATIA PICHALA,U.M.S BUDHRA,1008001,NA,NA,NA,,,MADARSA RASHIDIA FAIZUL QURAAN KHATIA PICHHLA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855117.0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,5,0,0,,,,,,,-1,,,,2498660,110,2008,20097
******03501,9,2022-23,Bihar,KISHANGANJ,TERHA GACHH,KUWARI,M S KUWARI,1008002,NA,NA,NA,,,MS KUWARI,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855101.0,12,0,0,8,3,0,0,1,0,0,0,0,0,10,2,0,12,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,3,1,0,3,0,0,0,0,0,0,,,,,,,-1,,,,2479222,110,2008,20096
******03407,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,EKRA,U M S JARJHULLA,1008003,NA,NA,NA,,,NPS NANHETOLA KUMHIA,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855101.0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2414037,110,2008,20099
******16801,9,2022-23,Bihar,KISHANGANJ,POTHIA,MATIABHITTA,M.S DALUA HAT,1008001,NA,NA,NA,,,U.M.S MATIYA BHITTA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855117.0,4,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2439328,110,2008,20097
******06201,9,2022-23,Bihar,KISHANGANJ,POTHIA,RASIA DANGI,M.S DAMALBARI,1008001,NA,NA,NA,,,UMS  RASIA DANGI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,6,0,0,0,3,3,0,0,0,0,0,0,0,4,2,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,2,0,0,0,1,0,0,0,0,,,,,,,-1,,,,2440327,110,2008,20097
******15902,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,KALUGHAT,M.S.BHOGDABAR,1008003,NA,NA,NA,,,MADARSA RAZA -E- MUSTAFA KALUGHAT,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,98,98,Madarsa Unrecognized,Madarsa Unrecognized,0,Operational,855116.0,6,0,0,0,6,0,0,0,0,0,0,0,0,5,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,4,0,0,0,0,0,0,0,,,,,,,-1,,,,2431274,110,2008,20098
******10701,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,KUWARI KAIRI,M S KAIRIBIRPUR,1008004,NA,NA,NA,,,MS KUWARI KAIRI,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855101.0,6,0,0,2,0,4,0,0,0,0,0,0,0,5,1,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,1,0,0,0,0,0,0,2,0,0,,,,,,,-1,,,,2467350,110,2008,20101
******05602,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,PATHA MARI,M.S.POWAKHALI,1008003,NA,NA,NA,,,NPS NANKAR,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855108.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2435040,110,2008,20098
******01901,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,MAUZA BARI,U M S MOUJABARI,1008004,NA,NA,NA,,,UMS MAUJA BARI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,11,0,0,1,0,10,0,0,0,0,0,0,0,3,8,0,11,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,4,0,0,,,,,,,-1,,,,2460513,110,2008,20101
******05101,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,RUHIYA,M.S.BARIJAN,1008004,NA,NA,NA,,,UMS RUHIYA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,1,1,0,0,0,1,0,0,0,0,,,,,,,-1,,,,2412448,110,2008,20101
******03409,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,KUMHIYA,U M S KAMATI,1008003,NA,NA,NA,,,MADARSA REFAHUL MUSLEMIN RIZVI NAGAR EKRA KUMHIA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855101.0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2430171,110,2008,20099
******04701,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,LAUCHA,U.M.S LAUCHA,1008002,NA,NA,NA,,,MS LAUCHA,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855101.0,8,0,0,6,2,0,0,0,0,0,0,0,0,4,4,0,8,0,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,1,1,2,0,1,0,0,3,0,0,0,,,,,,,-1,,,,2487849,110,2008,20100
******17701,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,NATWAPARA,M S ANDHASUR,1008004,NA,NA,NA,,,NPS NATWAPARA,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855115.0,3,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2491113,110,2008,20101
******00101,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,KUKUR BAGHI,U.M.S KUKURBAGHI,1008003,NA,NA,NA,,,U.M.S.SAHEB GANJ,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855116.0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2417408,110,2008,20098
******08501,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,MAZKURI,KANYA UMS MAJKURI KUSHPARA,1008004,NA,NA,NA,,,UMS MAZKURI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855115.0,6,0,0,0,1,5,0,0,0,0,0,0,0,4,2,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2489641,110,2008,20101
******03901,9,2022-23,Bihar,KISHANGANJ,POTHIA,DHOBINIA,U.M.S ARRABARI,1008001,NA,NA,NA,,,UMS  DHOBINIA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855107.0,8,1,0,0,1,8,0,0,0,0,0,0,0,3,6,0,9,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8,0,1,0,0,0,0,0,1,0,0,,,,,,,-1,,,,2466582,110,2008,20097
******07501,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,DANTI,UMS TENA,1008004,NA,NA,NA,,,UMS DANTI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855115.0,6,0,0,1,0,5,0,0,0,0,0,0,0,3,3,0,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,1,0,0,0,0,,,,,,,-1,,,,2437387,110,2008,20101
******06901,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,KOIMARI,U.M.S ALTABARI,1008002,NA,NA,NA,,,UMS KOAIMARI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855101.0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,2,0,0,0,,,,,,,-1,,,,2434351,110,2008,20100
******04901,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,BHER BHERI,M.S.TAPPU HAT,1008003,NA,NA,NA,,,UMS BHERBHERI,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855101.0,8,0,0,0,0,8,0,0,0,0,0,0,0,7,1,0,8,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0,7,0,0,0,1,0,0,0,1,0,0,,,,,,,-1,,,,2455057,110,2008,20099
******11901,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,CHORKATTA KUDHELA,UMS GOPALPUR HAT,1008002,NA,NA,NA,,,MADARSA REJAUL ULUM CHORKATTA KURHELA,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,97,97,Madrasa Unaided (Recognized),Madrasa Private Unaided (Recognized) ,0,Operational,855101.0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,-1,,,,2453859,110,2008,20100
******05701,9,2022-23,Bihar,KISHANGANJ,DIGHAL BANK,LAXMIPUR MIRZA BHATT,M S LAXMIPUR BURZ TOLA,1008002,NA,NA,NA,,,MS  LAXMIPUR BURZTOLA,1,1-Rural,6,Pr. Up Pr. and Secondary Only,3,3-Co-educational,1,10,1,1,Department of Education,Department of Education,0,Operational,855107.0,5,0,0,2,1,2,0,0,0,0,0,0,0,4,1,0,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4,0,1,0,0,0,0,0,2,0,0,,,,,,,-1,,,,2491727,110,2008,20099
******04301,9,2022-23,Bihar,KISHANGANJ,BAHADURGANJ,GUNA CHAURASI,M.S.BAHADURGANJ,1008002,NA,NA,NA,,,UMS GUNA CHAURASI,2,2-Urban,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855101.0,8,0,0,1,7,0,0,0,0,0,0,0,0,1,7,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2453475,110,2008,20100
******00207,9,2022-23,Bihar,KISHANGANJ,THAKURGANJ,CHURLI,U.M.S LODHA,1008003,NA,NA,NA,,,NPS NAWDUBA FATAK SINGH TOLA,1,1-Rural,1,Primary,3,3-Co-educational,1,5,1,1,Department of Education,Department of Education,0,Operational,855116.0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,-1,,,,2447478,110,2008,20098
******11201,9,2022-23,Bihar,KISHANGANJ,KOCHADHAMAN,MEHANDIPUR,KANYA UMS MAJKURI KUSHPARA,1008004,NA,NA,NA,,,UMS MEHANDIPUR,1,1-Rural,2,Primary with Upper Primary,3,3-Co-educational,1,8,1,1,Department of Education,Department of Education,0,Operational,855115.0,6,0,0,1,1,4,0,0,0,0,0,0,0,3,3,0,6,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,2,0,0,0,1,0,0,0,0,0,,,,,,,-1,,,,2470297,110,2008,20101
